Species,Sample,Diet,Search,Peak,Class,RT,Area
AHER,AHER2,Non-dietary,Search2,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.2114,37769
BSIM,BSIM5,Dietary,Search2,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.1851,30654
SOBO,SOBO5,Non-dietary,Search2,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.3024,29154
AHER,AHER3,Non-dietary,Search2,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.2027,25142
CVIT,CVIT3,Dietary,Search2,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.2046,21620
AHER,AHER5,Non-dietary,Search2,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.2038,16462
AHER,AHER1,Non-dietary,Search1,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.2018,11331
CVIT,CVIT1,Dietary,Search2,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.2953,10601
CVIT,CVIT2,Dietary,Search2,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.3011,9134
CVIT,CVIT5,Dietary,Search2,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.1644,1377
BSIM,BSIM3,Dietary,Search1,P034-RT-6.42,Terpenoids,6.4204,7355217
BSIM,BSIM2,Dietary,Search1,P034-RT-6.42,Terpenoids,6.4156,6558673
TAME,TAME3,Dietary,Search1,P034-RT-6.42,Terpenoids,6.4194,5499640
TAME,TAME1,Dietary,Search1,P034-RT-6.42,Terpenoids,6.4165,3172210
SMOM,SMOM1,Dietary,Search1,P034-RT-6.42,Terpenoids,6.4181,3026994
TAME,TAME4,Dietary,Search1,P034-RT-6.42,Terpenoids,6.4135,2952540
BSIM,BSIM1,Dietary,Search1,P034-RT-6.42,Terpenoids,6.4181,2654282
SMOM,SMOM5,Dietary,Search1,P034-RT-6.42,Terpenoids,6.3938,2321657
TAME,TAME2,Dietary,Search1,P034-RT-6.42,Terpenoids,6.4176,2304029
BSIM,BSIM5,Dietary,Search1,P034-RT-6.42,Terpenoids,6.409,2017032
SMOM,SMOM4,Dietary,Search1,P034-RT-6.42,Terpenoids,6.394,1998791
SMOM,SMOM3,Dietary,Search1,P034-RT-6.42,Terpenoids,6.4031,1916173
CVIT,CVIT4,Dietary,Search1,P034-RT-6.42,Terpenoids,6.4069,1577366
BSIM,BSIM4,Dietary,Search1,P034-RT-6.42,Terpenoids,6.4058,1514194
CVIT,CVIT3,Dietary,Search1,P034-RT-6.42,Terpenoids,6.4275,1163615
AHER,AHER4,Non-dietary,Search1,P034-RT-6.42,Terpenoids,6.4229,1131073
AHER,AHER3,Non-dietary,Search1,P034-RT-6.42,Terpenoids,6.4324,756782
SOBO,SOBO1,Non-dietary,Search1,P034-RT-6.42,Terpenoids,6.4272,615418
TAME,TAME5,Dietary,Search1,P034-RT-6.42,Terpenoids,6.4171,452283
CVIT,CVIT2,Dietary,Search1,P034-RT-6.42,Terpenoids,6.433,449784
GSEP,GSEP1,Non-dietary,Search1,P034-RT-6.42,Terpenoids,6.4142,418491
CVIT,CVIT5,Dietary,Search1,P034-RT-6.42,Terpenoids,6.4023,384433
GSEP,GSEP4,Non-dietary,Search1,P034-RT-6.42,Terpenoids,6.3872,319120
AHER,AHER5,Non-dietary,Search1,P034-RT-6.42,Terpenoids,6.4287,288551
CVIT,CVIT1,Dietary,Search1,P034-RT-6.42,Terpenoids,6.4229,276096
AHER,AHER2,Non-dietary,Search1,P034-RT-6.42,Terpenoids,6.4416,232499
SOBO,SOBO5,Non-dietary,Search1,P034-RT-6.42,Terpenoids,6.4406,180089
SOBO,SOBO3,Non-dietary,Search1,P034-RT-6.42,Terpenoids,6.4368,94776
GSEP,GSEP5,Non-dietary,Search1,P034-RT-6.42,Terpenoids,6.4174,87295
GSEP,GSEP2,Non-dietary,Search1,P034-RT-6.42,Terpenoids,6.399,67748
GSEP,GSEP3,Non-dietary,Search1,P034-RT-6.42,Terpenoids,6.4079,28927
SOBO,SOBO2,Non-dietary,Search1,P034-RT-6.42,Terpenoids,6.4265,24553
CVIT,CVIT1,Dietary,Search1,P038-RT-6.58,Terpenoids,6.5963,34063311
CVIT,CVIT3,Dietary,Search1,P038-RT-6.58,Terpenoids,6.599,34005375
CVIT,CVIT2,Dietary,Search1,P038-RT-6.58,Terpenoids,6.5972,8617272
BSIM,BSIM3,Dietary,Search1,P038-RT-6.58,Terpenoids,6.6131,6921858
SMOM,SMOM1,Dietary,Search1,P038-RT-6.58,Terpenoids,6.5838,5092361
CVIT,CVIT4,Dietary,Search1,P038-RT-6.58,Terpenoids,6.5707,5066763
BSIM,BSIM4,Dietary,Search1,P038-RT-6.58,Terpenoids,6.5719,932249
BSIM,BSIM5,Dietary,Search1,P038-RT-6.58,Terpenoids,6.5737,829947
GSEP,GSEP4,Non-dietary,Search1,P038-RT-6.58,Terpenoids,6.5529,646058
GSEP,GSEP5,Non-dietary,Search1,P038-RT-6.58,Terpenoids,6.5797,606888
SMOM,SMOM4,Dietary,Search1,P038-RT-6.58,Terpenoids,6.5582,590788
CVIT,CVIT5,Dietary,Search1,P038-RT-6.58,Terpenoids,6.5665,507237
BSIM,BSIM2,Dietary,Search1,P038-RT-6.58,Terpenoids,6.5774,225423
SMOM,SMOM5,Dietary,Search1,P038-RT-6.58,Terpenoids,6.5585,165072
AHER,AHER2,Non-dietary,Search1,P038-RT-6.58,Terpenoids,6.6043,84761
TAME,TAME5,Dietary,Search1,P038-RT-6.58,Terpenoids,6.5808,69249
AHER,AHER4,Non-dietary,Search1,P038-RT-6.58,Terpenoids,6.5866,43084
GSEP,GSEP2,Non-dietary,Search1,P039-RT-6.75,Benzenoids and Phenylpropanoids,6.7366,314380
GSEP,GSEP4,Non-dietary,Search1,P039-RT-6.75,Benzenoids and Phenylpropanoids,6.7229,233405
GSEP,GSEP3,Non-dietary,Search1,P039-RT-6.75,Benzenoids and Phenylpropanoids,6.7387,225414
GSEP,GSEP1,Non-dietary,Search1,P039-RT-6.75,Benzenoids and Phenylpropanoids,6.7489,193155
BSIM,BSIM2,Dietary,Search1,P039-RT-6.75,Benzenoids and Phenylpropanoids,6.7498,130988
CVIT,CVIT3,Dietary,Search1,P039-RT-6.75,Benzenoids and Phenylpropanoids,6.7637,77773
SMOM,SMOM1,Dietary,Search1,P039-RT-6.75,Benzenoids and Phenylpropanoids,6.7557,62765
TAME,TAME3,Dietary,Search1,P040-RT-6.75,Terpenoids,6.7628,250668
BSIM,BSIM2,Dietary,Search1,P040-RT-6.75,Terpenoids,6.7604,142108
CVIT,CVIT4,Dietary,Search1,P040-RT-6.75,Terpenoids,6.7469,126241
SMOM,SMOM4,Dietary,Search1,P040-RT-6.75,Terpenoids,6.7383,115548
AHER,AHER4,Non-dietary,Search1,P040-RT-6.75,Terpenoids,6.7662,84376
TAME,TAME2,Dietary,Search1,P040-RT-6.75,Terpenoids,6.7619,71624
TAME,TAME4,Dietary,Search1,P040-RT-6.75,Terpenoids,6.7568,53019
TAME,TAME1,Dietary,Search1,P040-RT-6.75,Terpenoids,6.7603,42734
SMOM,SMOM5,Dietary,Search1,P040-RT-6.75,Terpenoids,6.7395,13472
BSIM,BSIM3,Dietary,Search1,P041-RT-6.78,Terpenoids,6.8115,210537054
BSIM,BSIM4,Dietary,Search1,P041-RT-6.78,Terpenoids,6.7693,16992451
BSIM,BSIM5,Dietary,Search1,P041-RT-6.78,Terpenoids,6.7726,14314518
BSIM,BSIM1,Dietary,Search1,P041-RT-6.78,Terpenoids,6.7807,748964
SMOM,SMOM1,Dietary,Search1,P041-RT-6.78,Terpenoids,6.7807,50726
SMOM,SMOM5,Dietary,Search1,P041-RT-6.78,Terpenoids,6.7559,34134
SMOM,SMOM1,Dietary,Search1,P042-RT-6.90,Aliphatics,6.9021,4729369
SMOM,SMOM5,Dietary,Search1,P042-RT-6.90,Aliphatics,6.883,4544745
TAME,TAME4,Dietary,Search1,P042-RT-6.90,Aliphatics,6.8965,3599118
TAME,TAME2,Dietary,Search1,P042-RT-6.90,Aliphatics,6.8986,3169987
GSEP,GSEP4,Non-dietary,Search1,P042-RT-6.90,Aliphatics,6.9083,3101415
SMOM,SMOM3,Dietary,Search1,P042-RT-6.90,Aliphatics,6.889,3073049
CVIT,CVIT2,Dietary,Search1,P042-RT-6.90,Aliphatics,6.9126,2962996
BSIM,BSIM2,Dietary,Search1,P042-RT-6.90,Aliphatics,6.8942,2873379
TAME,TAME5,Dietary,Search1,P042-RT-6.90,Aliphatics,6.8982,2646679
BSIM,BSIM1,Dietary,Search1,P042-RT-6.90,Aliphatics,6.8996,2637159
TAME,TAME3,Dietary,Search1,P042-RT-6.90,Aliphatics,6.9,2543425
TAME,TAME1,Dietary,Search1,P042-RT-6.90,Aliphatics,6.898,2496773
SMOM,SMOM4,Dietary,Search1,P042-RT-6.90,Aliphatics,6.8818,2397398
CVIT,CVIT1,Dietary,Search1,P042-RT-6.90,Aliphatics,6.9049,2288813
AHER,AHER2,Non-dietary,Search1,P042-RT-6.90,Aliphatics,6.926,1805608
BSIM,BSIM5,Dietary,Search1,P042-RT-6.90,Aliphatics,6.8906,1460627
BSIM,BSIM3,Dietary,Search1,P042-RT-6.90,Aliphatics,6.9092,1448248
AHER,AHER4,Non-dietary,Search1,P042-RT-6.90,Aliphatics,6.9054,1237008
BSIM,BSIM4,Dietary,Search1,P042-RT-6.90,Aliphatics,6.8892,1102525
AHER,AHER3,Non-dietary,Search1,P042-RT-6.90,Aliphatics,6.9139,1059334
GSEP,GSEP5,Non-dietary,Search1,P042-RT-6.90,Aliphatics,6.8946,1031140
CVIT,CVIT5,Dietary,Search1,P042-RT-6.90,Aliphatics,6.8857,990904
CVIT,CVIT4,Dietary,Search1,P042-RT-6.90,Aliphatics,6.8899,922044
SOBO,SOBO3,Non-dietary,Search1,P042-RT-6.90,Aliphatics,6.9284,758548
SOBO,SOBO2,Non-dietary,Search1,P042-RT-6.90,Aliphatics,6.909,550784
AHER,AHER5,Non-dietary,Search1,P042-RT-6.90,Aliphatics,6.9073,477782
GSEP,GSEP1,Non-dietary,Search1,P042-RT-6.90,Aliphatics,6.8933,425216
CVIT,CVIT3,Dietary,Search1,P042-RT-6.90,Aliphatics,6.9038,391873
SOBO,SOBO1,Non-dietary,Search1,P042-RT-6.90,Aliphatics,6.9034,294015
SOBO,SOBO5,Non-dietary,Search1,P042-RT-6.90,Aliphatics,6.9269,142791
BSIM,BSIM3,Dietary,Search1,P044-RT-7.00,Terpenoids,7.0055,50947308
SOBO,SOBO5,Non-dietary,Search1,P044-RT-7.00,Terpenoids,7.0223,27899634
SMOM,SMOM1,Dietary,Search1,P044-RT-7.00,Terpenoids,6.9984,21346540
SOBO,SOBO2,Non-dietary,Search1,P044-RT-7.00,Terpenoids,7.0063,8314727
SOBO,SOBO1,Non-dietary,Search1,P044-RT-7.00,Terpenoids,7.005,6235270
SMOM,SMOM3,Dietary,Search1,P044-RT-7.00,Terpenoids,6.9785,5632840
SMOM,SMOM5,Dietary,Search1,P044-RT-7.00,Terpenoids,6.9716,5031428
BSIM,BSIM5,Dietary,Search1,P044-RT-7.00,Terpenoids,6.9821,3715008
TAME,TAME4,Dietary,Search1,P044-RT-7.00,Terpenoids,6.9908,3634823
BSIM,BSIM2,Dietary,Search1,P044-RT-7.00,Terpenoids,6.9896,3610753
BSIM,BSIM4,Dietary,Search1,P044-RT-7.00,Terpenoids,6.9803,2198165
BSIM,BSIM1,Dietary,Search1,P044-RT-7.00,Terpenoids,6.994,1646489
TAME,TAME1,Dietary,Search1,P044-RT-7.00,Terpenoids,6.9938,1604194
TAME,TAME2,Dietary,Search1,P044-RT-7.00,Terpenoids,6.9925,1596344
CVIT,CVIT3,Dietary,Search1,P044-RT-7.00,Terpenoids,7.0006,1551839
SMOM,SMOM4,Dietary,Search1,P044-RT-7.00,Terpenoids,6.9732,1382266
CVIT,CVIT1,Dietary,Search1,P044-RT-7.00,Terpenoids,7.0012,1221511
TAME,TAME5,Dietary,Search1,P044-RT-7.00,Terpenoids,6.9906,1026128
CVIT,CVIT2,Dietary,Search1,P044-RT-7.00,Terpenoids,7.0079,990352
GSEP,GSEP5,Non-dietary,Search1,P044-RT-7.00,Terpenoids,6.9899,777542
TAME,TAME3,Dietary,Search1,P044-RT-7.00,Terpenoids,6.9949,767741
GSEP,GSEP4,Non-dietary,Search1,P044-RT-7.00,Terpenoids,7.0137,748699
CVIT,CVIT5,Dietary,Search1,P044-RT-7.00,Terpenoids,6.9772,733151
AHER,AHER2,Non-dietary,Search1,P044-RT-7.00,Terpenoids,7.0185,663703
AHER,AHER4,Non-dietary,Search1,P044-RT-7.00,Terpenoids,7.0012,660320
CVIT,CVIT4,Dietary,Search1,P044-RT-7.00,Terpenoids,6.9809,624289
AHER,AHER1,Non-dietary,Search1,P044-RT-7.00,Terpenoids,7.0113,437413
GSEP,GSEP1,Non-dietary,Search1,P044-RT-7.00,Terpenoids,6.9911,342723
SOBO,SOBO3,Non-dietary,Search1,P044-RT-7.00,Terpenoids,7.0146,224456
GSEP,GSEP3,Non-dietary,Search1,P044-RT-7.00,Terpenoids,6.9809,200565
AHER,AHER5,Non-dietary,Search1,P044-RT-7.00,Terpenoids,7.0046,165790
AHER,AHER3,Non-dietary,Search1,P044-RT-7.00,Terpenoids,7.0083,88657
GSEP,GSEP2,Non-dietary,Search1,P044-RT-7.00,Terpenoids,6.9798,69504
BSIM,BSIM3,Dietary,Search1,P046-RT-7.11,Terpenoids,7.1365,107862124
SMOM,SMOM1,Dietary,Search1,P046-RT-7.11,Terpenoids,7.1154,4708302
BSIM,BSIM4,Dietary,Search1,P046-RT-7.11,Terpenoids,7.0997,2412370
CVIT,CVIT3,Dietary,Search1,P046-RT-7.11,Terpenoids,7.121,2048757
BSIM,BSIM5,Dietary,Search1,P046-RT-7.11,Terpenoids,7.1015,1957796
CVIT,CVIT5,Dietary,Search1,P046-RT-7.11,Terpenoids,7.0971,794209
CVIT,CVIT1,Dietary,Search1,P046-RT-7.11,Terpenoids,7.1207,751692
BSIM,BSIM1,Dietary,Search1,P046-RT-7.11,Terpenoids,7.1149,735034
BSIM,BSIM2,Dietary,Search1,P046-RT-7.11,Terpenoids,7.109,304257
GSEP,GSEP5,Non-dietary,Search1,P046-RT-7.11,Terpenoids,7.1103,178631
CVIT,CVIT2,Dietary,Search1,P046-RT-7.11,Terpenoids,7.1259,144612
SMOM,SMOM5,Dietary,Search1,P046-RT-7.11,Terpenoids,7.0911,114059
CVIT,CVIT4,Dietary,Search1,P046-RT-7.11,Terpenoids,7.1004,44915
SMOM,SMOM4,Dietary,Search1,P046-RT-7.11,Terpenoids,7.0931,42250
TAME,TAME4,Dietary,Search1,P046-RT-7.11,Terpenoids,7.1112,29611
TAME,TAME5,Dietary,Search1,P046-RT-7.11,Terpenoids,7.1115,28552
TAME,TAME1,Dietary,Search1,P046-RT-7.11,Terpenoids,7.1137,21492
GSEP,GSEP2,Non-dietary,Search1,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1507,3479053
GSEP,GSEP3,Non-dietary,Search1,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1514,2104176
SMOM,SMOM1,Dietary,Search1,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.2073,1165095
GSEP,GSEP1,Non-dietary,Search1,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1659,283906
GSEP,GSEP5,Non-dietary,Search1,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1633,282188
GSEP,GSEP4,Non-dietary,Search1,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.2261,269774
TAME,TAME4,Dietary,Search1,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1647,240131
BSIM,BSIM3,Dietary,Search2,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1678,129277
TAME,TAME2,Dietary,Search1,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1659,120111
TAME,TAME3,Dietary,Search1,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1672,119131
SMOM,SMOM5,Dietary,Search1,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1445,114972
BSIM,BSIM1,Dietary,Search1,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1673,85261
TAME,TAME1,Dietary,Search1,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1681,73082
AHER,AHER1,Non-dietary,Search1,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1938,55094
SMOM,SMOM3,Dietary,Search2,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1495,48787
AHER,AHER2,Non-dietary,Search2,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1884,48684
SMOM,SMOM4,Dietary,Search1,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1451,42564
AHER,AHER4,Non-dietary,Search2,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1779,36106
SOBO,SOBO5,Non-dietary,Search1,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.226,27252
TAME,TAME5,Dietary,Search1,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1673,21169
CVIT,CVIT1,Dietary,Search2,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1765,13584
CVIT,CVIT4,Dietary,Search2,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1591,11133
CVIT,CVIT3,Dietary,Search2,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.172,9187
BSIM,BSIM2,Dietary,Search1,P048-RT-7.17,Benzenoids and Phenylpropanoids,7.1634,6146
TAME,TAME4,Dietary,Search1,P051-RT-7.35,Benzenoids and Phenylpropanoids,7.3506,1281076
BSIM,BSIM2,Dietary,Search1,P051-RT-7.35,Benzenoids and Phenylpropanoids,7.3473,818017
SMOM,SMOM1,Dietary,Search1,P051-RT-7.35,Benzenoids and Phenylpropanoids,7.3528,574059
BSIM,BSIM3,Dietary,Search1,P051-RT-7.35,Benzenoids and Phenylpropanoids,7.3493,453130
SMOM,SMOM5,Dietary,Search1,P051-RT-7.35,Benzenoids and Phenylpropanoids,7.3304,304064
TAME,TAME3,Dietary,Search1,P051-RT-7.35,Benzenoids and Phenylpropanoids,7.3512,249612
BSIM,BSIM1,Dietary,Search1,P051-RT-7.35,Benzenoids and Phenylpropanoids,7.359,159444
AHER,AHER2,Non-dietary,Search1,P051-RT-7.35,Benzenoids and Phenylpropanoids,7.371,147891
SMOM,SMOM4,Dietary,Search1,P051-RT-7.35,Benzenoids and Phenylpropanoids,7.3281,129859
CVIT,CVIT3,Dietary,Search1,P051-RT-7.35,Benzenoids and Phenylpropanoids,7.3569,118734
CVIT,CVIT4,Dietary,Search1,P051-RT-7.35,Benzenoids and Phenylpropanoids,7.3377,83141
CVIT,CVIT5,Dietary,Search1,P051-RT-7.35,Benzenoids and Phenylpropanoids,7.3321,80585
SMOM,SMOM3,Dietary,Search1,P051-RT-7.35,Benzenoids and Phenylpropanoids,7.3324,74320
GSEP,GSEP1,Non-dietary,Search1,P051-RT-7.35,Benzenoids and Phenylpropanoids,7.3517,57321
GSEP,GSEP2,Non-dietary,Search2,P051-RT-7.35,Benzenoids and Phenylpropanoids,7.3356,16061
GSEP,GSEP2,Non-dietary,Search1,P053-RT-7.37,Terpenoids,7.3664,5312458
GSEP,GSEP1,Non-dietary,Search1,P053-RT-7.37,Terpenoids,7.384,2311621
AHER,AHER1,Non-dietary,Search1,P053-RT-7.37,Terpenoids,7.3556,324736
GSEP,GSEP3,Non-dietary,Search1,P053-RT-7.37,Terpenoids,7.3671,200850
SOBO,SOBO2,Non-dietary,Search1,P053-RT-7.37,Terpenoids,7.393,78302
TAME,TAME4,Dietary,Search1,P053-RT-7.37,Terpenoids,7.3799,61389
TAME,TAME2,Dietary,Search1,P053-RT-7.37,Terpenoids,7.3806,46222
TAME,TAME1,Dietary,Search1,P053-RT-7.37,Terpenoids,7.3819,30478
SOBO,SOBO5,Non-dietary,Search1,P053-RT-7.37,Terpenoids,7.3935,20157
SMOM,SMOM4,Dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3686,1753059
SMOM,SMOM1,Dietary,Search1,P054-RT-7.38,Unidentified compounds,7.372,1091694
CVIT,CVIT5,Dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3586,1041812
GSEP,GSEP1,Non-dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3739,1007113
GSEP,GSEP5,Non-dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3665,989953
SOBO,SOBO1,Non-dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3825,752076
BSIM,BSIM5,Dietary,Search1,P054-RT-7.38,Unidentified compounds,7.362,569637
SOBO,SOBO3,Non-dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3994,557293
AHER,AHER5,Non-dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3797,556882
SMOM,SMOM3,Dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3604,553185
TAME,TAME5,Dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3701,474555
TAME,TAME4,Dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3698,473828
TAME,TAME3,Dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3709,469775
CVIT,CVIT3,Dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3757,430824
AHER,AHER3,Non-dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3868,403874
AHER,AHER2,Non-dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3941,347588
AHER,AHER4,Non-dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3836,345246
CVIT,CVIT1,Dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3764,288971
BSIM,BSIM1,Dietary,Search1,P054-RT-7.38,Unidentified compounds,7.372,182716
BSIM,BSIM4,Dietary,Search1,P054-RT-7.38,Unidentified compounds,7.364,172692
TAME,TAME2,Dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3705,166648
BSIM,BSIM2,Dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3666,145656
SOBO,SOBO2,Non-dietary,Search1,P054-RT-7.38,Unidentified compounds,7.38,124107
CVIT,CVIT4,Dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3614,119511
CVIT,CVIT2,Dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3802,98092
TAME,TAME1,Dietary,Search1,P054-RT-7.38,Unidentified compounds,7.3709,74648
BSIM,BSIM3,Dietary,Search1,P056-RT-7.53,Terpenoids,7.553,212060993
BSIM,BSIM5,Dietary,Search1,P056-RT-7.53,Terpenoids,7.504,20404478
BSIM,BSIM4,Dietary,Search1,P056-RT-7.53,Terpenoids,7.4993,15736351
GSEP,GSEP5,Non-dietary,Search1,P056-RT-7.53,Terpenoids,7.5615,8470497
BSIM,BSIM1,Dietary,Search1,P056-RT-7.53,Terpenoids,7.5174,4099206
CVIT,CVIT3,Dietary,Search1,P056-RT-7.53,Terpenoids,7.5178,2005936
SMOM,SMOM1,Dietary,Search1,P056-RT-7.53,Terpenoids,7.5136,1964525
CVIT,CVIT5,Dietary,Search1,P056-RT-7.53,Terpenoids,7.4973,1751521
BSIM,BSIM2,Dietary,Search1,P056-RT-7.53,Terpenoids,7.5067,1444922
CVIT,CVIT1,Dietary,Search1,P056-RT-7.53,Terpenoids,7.5213,1151780
CVIT,CVIT4,Dietary,Search1,P056-RT-7.53,Terpenoids,7.554,1103360
GSEP,GSEP2,Non-dietary,Search1,P056-RT-7.53,Terpenoids,7.5533,464720
SMOM,SMOM5,Dietary,Search1,P056-RT-7.53,Terpenoids,7.4907,274760
GSEP,GSEP4,Non-dietary,Search1,P056-RT-7.53,Terpenoids,7.5357,166338
TAME,TAME5,Dietary,Search1,P056-RT-7.53,Terpenoids,7.5102,137893
TAME,TAME4,Dietary,Search1,P056-RT-7.53,Terpenoids,7.5138,93256
SOBO,SOBO1,Non-dietary,Search1,P056-RT-7.53,Terpenoids,7.5265,60273
CVIT,CVIT2,Dietary,Search1,P056-RT-7.53,Terpenoids,7.5718,38389
GSEP,GSEP2,Non-dietary,Search1,P059-RT-7.77,Terpenoids,7.7603,1927848
GSEP,GSEP3,Non-dietary,Search1,P059-RT-7.77,Terpenoids,7.761,700694
